cheese,milk,country,family,type,fat_content,texture,rind,color,flavor,aroma,vegetarian,vegan
Stella Feta,cow,United States,Feta,"firm, artisan",Medium,"crumbly, firm",mold ripened,white,tangy,fresh,True,False
Monet,goat,Australia,Feta,"fresh soft, artisan",Medium,"creamy, soft",artificial,white,"floral, herbaceous","floral, fresh",True,False
Stella Feta,cow,United States,Feta,"firm, artisan",Medium,"crumbly, firm",rindless,white,tangy,fresh,True,False
Bouyguette,goat,France,Feta,fresh soft,Medium,"creamy, crumbly, soft",edible,white,"lemony, milky, smooth","floral, fresh, goaty, grassy",False,False
Lemon Myrtle Chevre,goat,Australia,Feta,"fresh firm, artisan",Medium,"creamy, firm, smooth",rindless,white,"acidic, herbaceous","fresh, herbal",True,False
Castillon Frais,sheep,France,Feta,fresh soft,Medium,"creamy, open",rindless,white,"citrusy, creamy, floral, herbaceous","clean, floral, fresh",False,False
Monet,goat,Australia,Feta,"fresh soft, artisan",Medium,"creamy, soft",natural,white,"floral, herbaceous","floral, fresh",True,False
Barambah Organics Marinated Feta,cow,Australia,Feta,fresh soft,Medium,"creamy, crumbly, springy",rindless,white,"herbaceous, mild, milky","herbal, mild, milky",True,False
Meredith Chevre Dill,goat,Australia,Feta,"fresh soft, artisan",Medium,"creamy, soft",rindless,white,"herbaceous, smooth","aromatic, clean, fresh, herbal",True,False
Petit-Suisse,cow,France,Feta,fresh soft,Medium,"creamy, smooth",rindless,white,"mild, sweet",fresh,False,False
Barrel Aged Feta,"cow, goat, sheep",Greece,Feta,"soft, artisan",Medium,"creamy, crumbly",mold ripened,white,creamy,rich,True,False
Phoebe,"goat, sheep",United States,Feta,"fresh soft, brined",Medium,soft,rindless,white,"milky, salty",fresh,False,False
Castillon Frais,sheep,France,Feta,fresh soft,Medium,"creamy, open",rindless,white,"citrusy, creamy, floral, herbaceous","clean, floral, fresh",False,False
Barrel Aged Feta,"cow, goat, sheep",Greece,Feta,"soft, artisan",Medium,"creamy, crumbly",rindless,white,creamy,rich,True,False
Allium Piper,goat,Australia,Feta,"fresh soft, artisan",Medium,"creamy, soft",rindless,white,"garlicky, spicy","fresh, garlicky, spicy",True,False
Binnorie Marinated Fetta,cow,Australia,Feta,"soft, brined",Medium,creamy,natural,white,"herbaceous, mild, milky","clean, fresh, herbal",True,False
Sgt. Pepper,goat,United States,Feta,fresh soft,Medium,"creamy, smooth, spreadable",rindless,white,"full-flavored, spicy","fresh, spicy",True,False
Crottin de Chavignol,goat,France,Feta,"firm, soft-ripened",Medium,crumbly,natural,white,full-flavored,strong,False,False
Barrel Aged Feta,"cow, goat, sheep",Greece,Feta,"soft, artisan",Medium,"creamy, crumbly",natural,white,creamy,rich,False,False
Sgt. Pepper,goat,United States,Feta,fresh soft,Medium,"creamy, smooth, spreadable",rindless,white,"full-flavored, spicy","fresh, spicy",True,False
Phoebe,"goat, sheep",United States,Feta,"fresh soft, brined",Medium,soft,rindless,white,"milky, salty",fresh,True,False
St Tola Divine,goat,France,Feta,"fresh soft, artisan",Medium,"creamy, soft, spreadable",rindless,white,"lemony, mild, milky","floral, mild, milky",False,False
Lemon Myrtle Chevre,goat,Australia,Feta,"fresh firm, artisan",Medium,"creamy, firm, smooth",rindless,white,"acidic, herbaceous","fresh, herbal",True,False
Allium Piper,goat,Australia,Feta,"fresh soft, artisan",Medium,"creamy, soft",bloomy,white,"garlicky, spicy","fresh, garlicky, spicy",True,False
Crottin de Chavignol,goat,France,Feta,"firm, soft-ripened",Medium,crumbly,natural,white,full-flavored,strong,False,False
Barrel Aged Feta,"cow, goat, sheep",Greece,Feta,"soft, artisan",Medium,"creamy, crumbly",rindless,white,creamy,rich,False,False
Meredith Chevre Dill,goat,Australia,Feta,"fresh soft, artisan",Medium,"creamy, soft",rindless,white,"herbaceous, smooth","aromatic, clean, fresh, herbal",True,False
Murazzano DOP,"cow, goat",Italy,Feta,"fresh soft, processed",Medium,soft,rindless,white,spicy,mild,False,False
Monet,goat,Australia,Feta,"fresh soft, artisan",Medium,"creamy, soft",bloomy,white,"floral, herbaceous","floral, fresh",True,False
Castillon Frais,sheep,France,Feta,fresh soft,Medium,"creamy, open",rindless,white,"citrusy, creamy, floral, herbaceous","clean, floral, fresh",False,False
Meredith Chevre Dill,goat,Australia,Feta,"fresh soft, artisan",Medium,"creamy, soft",rindless,white,"herbaceous, smooth","aromatic, clean, fresh, herbal",True,False
Shanklish,"cow, sheep","Egypt, Lebanon, Syria",Feta,"fresh firm, hard, artisan",Medium,"creamy, crumbly, firm",mold ripened,white,"sharp, spicy, strong","pungent, strong",False,False
Stella Feta,cow,United States,Feta,"firm, artisan",Medium,"crumbly, firm",bloomy,white,tangy,fresh,True,False
Sleightlett,goat,"England, Great Britain, United Kingdom",Feta,"fresh soft, artisan",Medium,"creamy, fluffy, smooth",mold ripened,white,"citrusy, lemony, nutty","goaty, lactic",False,False
Castillon Frais,sheep,France,Feta,fresh soft,Medium,"creamy, open",rindless,white,"citrusy, creamy, floral, herbaceous","clean, floral, fresh",False,False
Saltbush Chevre,goat,Australia,Feta,"fresh firm, artisan",Medium,creamy,rindless,white,"acidic, grassy, herbaceous, salty","goaty, grassy, herbal",True,False
Murazzano DOP,"cow, goat",Italy,Feta,"fresh soft, processed",Medium,soft,rindless,white,spicy,mild,True,False
Lost Lake,sheep,Canada,Feta,"fresh firm, artisan, soft-ripened",Medium,"creamy, semi firm, soft",mold ripened,white,"creamy, mushroomy","rich, yeasty",False,False
Phoebe,"goat, sheep",United States,Feta,"fresh soft, brined",Medium,soft,rindless,white,"milky, salty",fresh,True,False
Monet,goat,Australia,Feta,"fresh soft, artisan",Medium,"creamy, soft",natural,white,"floral, herbaceous","floral, fresh",True,False
Saltbush Chevre,goat,Australia,Feta,"fresh firm, artisan",Medium,creamy,rindless,white,"acidic, grassy, herbaceous, salty","goaty, grassy, herbal",True,False
Sirene,"cow, goat, sheep","Albania, Bulgaria, Croatia, Greece, Israel, Macedonia, Romania, Serbia",Feta,"fresh soft, brined",Medium,"crumbly, grainy, smooth",natural,white,"lemony, salty, sharp, tangy",strong,False,False
St Tola Divine,goat,Sweden,Feta,"fresh soft, artisan",Medium,"creamy, soft, spreadable",rindless,white,"lemony, mild, milky","floral, mild, milky",False,False
Sleightlett,goat,"England, Great Britain, United Kingdom",Feta,"fresh soft, artisan",Medium,"creamy, fluffy, smooth",mold ripened,white,"citrusy, lemony, nutty","goaty, lactic",False,False
Stella Feta,cow,United States,Feta,"firm, artisan",Medium,"crumbly, firm",washed,white,tangy,fresh,True,False
Stella Feta,cow,United States,Feta,"firm, artisan",Medium,"crumbly, firm",bloomy,white,tangy,fresh,True,False
Stella Feta,cow,United States,Feta,"firm, artisan",Medium,"crumbly, firm",natural,white,tangy,fresh,True,False
Lost Lake,sheep,Canada,Feta,"fresh firm, artisan, soft-ripened",Medium,"creamy, semi firm, soft",mold ripened,white,"creamy, mushroomy","rich, yeasty",False,False
Crottin de Champcol,goat,France,Feta,soft,Medium,"crumbly, dense",natural,white,full-flavored,strong,True,False
Monet,goat,Australia,Feta,"fresh soft, artisan",Medium,"creamy, soft",natural,white,"floral, herbaceous","floral, fresh",True,False
Lost Lake,sheep,Canada,Feta,"fresh firm, artisan, soft-ripened",Medium,"creamy, semi firm, soft",mold ripened,white,"creamy, mushroomy","rich, yeasty",False,False
Ackawi,"cow, goat, sheep","Cyprus, Egypt, Israel, Jordan, Lebanon, Middle East, Syria",Feta,"soft, brined",Medium,"elastic, smooth, springy",natural,white,"mild, milky, salty","mild, milky",False,False
Sleightlett,goat,"England, Great Britain, United Kingdom",Feta,"fresh soft, artisan",Medium,"creamy, fluffy, smooth",mold ripened,white,"citrusy, lemony, nutty","goaty, lactic",False,False
Bouyguette,goat,France,Feta,fresh soft,Medium,"creamy, crumbly, soft",edible,white,"lemony, milky, smooth","floral, fresh, goaty, grassy",False,False
Crottin de Champcol,goat,France,Feta,soft,Medium,"crumbly, dense",rindless,white,full-flavored,strong,False,False
Sirene,"cow, goat, sheep","Albania, Bulgaria, Croatia, Greece, Israel, Macedonia, Romania, Serbia",Feta,"fresh soft, brined",Medium,"crumbly, grainy, smooth",natural,white,"lemony, salty, sharp, tangy",strong,False,False
Ackawi,"cow, goat, sheep","Cyprus, Egypt, Israel, Jordan, Lebanon, Middle East, Syria",Feta,"soft, brined",Medium,"elastic, smooth, springy",natural,white,"mild, milky, salty","mild, milky",False,False
Lemon Myrtle Chevre,goat,Australia,Feta,"fresh firm, artisan",Medium,"creamy, firm, smooth",rindless,white,"acidic, herbaceous","fresh, herbal",True,False
Castillon Frais,sheep,France,Feta,fresh soft,Medium,"creamy, open",rindless,white,"citrusy, creamy, floral, herbaceous","clean, floral, fresh",False,False
Sirene,"cow, goat, sheep","Albania, Bulgaria, Croatia, Greece, Israel, Macedonia, Romania, Serbia",Feta,"fresh soft, brined",Medium,"crumbly, grainy, smooth",natural,white,"lemony, salty, sharp, tangy",strong,False,False
Lemon Fetish,sheep,Canada,Feta,"fresh firm, artisan",Medium,"crumbly, dry",natural,white,"citrusy, lemony, salty, tangy","clean, lactic",False,False
President Fat Free Feta,cow,"France, United States",Feta,"firm, artisan, brined",Medium,crumbly,natural,white,"herbaceous, salty, tangy",fresh,False,False
Petit-Suisse,cow,France,Feta,fresh soft,Medium,"creamy, smooth",rindless,white,"mild, sweet",fresh,False,False
Castillon Frais,sheep,France,Feta,fresh soft,Medium,"creamy, open",rindless,white,"citrusy, creamy, floral, herbaceous","clean, floral, fresh",False,False
Barambah Organics Marinated Feta,cow,Australia,Feta,fresh soft,Medium,"creamy, crumbly, springy",rindless,white,"herbaceous, mild, milky","herbal, mild, milky",True,False
Barambah Organics Marinated Feta,cow,Australia,Feta,fresh soft,Medium,"creamy, crumbly, springy",rindless,white,"herbaceous, mild, milky","herbal, mild, milky",True,False
Ackawi,"cow, goat, sheep","Cyprus, Egypt, Israel, Jordan, Lebanon, Middle East, Syria",Feta,"soft, brined",Medium,"elastic, smooth, springy",natural,white,"mild, milky, salty","mild, milky",False,False
St Tola Greek Style,goat,Ireland,Feta,"firm, brined",Medium,smooth,rindless,white,"creamy, salty",goaty,False,False
Bianca,"goat, sheep",United States,Feta,"fresh soft, artisan",Medium,"soft, spreadable",rindless,ivory,"creamy, tangy","fresh, rich",False,False
Crottin de Chavignol,goat,France,Feta,"firm, soft-ripened",Medium,crumbly,natural,white,full-flavored,strong,True,False
Bouyguette,goat,France,Feta,fresh soft,Medium,"creamy, crumbly, soft",edible,white,"lemony, milky, smooth","floral, fresh, goaty, grassy",False,False
St Tola Divine,goat,Germany,Feta,"fresh soft, artisan",Medium,"creamy, soft, spreadable",rindless,white,"lemony, mild, milky","floral, mild, milky",False,False
Crottin de Champcol,goat,France,Feta,soft,Medium,"crumbly, dense",natural,white,full-flavored,strong,False,False
Stella Feta,cow,United States,Feta,"firm, artisan",Medium,"crumbly, firm",rindless,white,tangy,fresh,True,False
Bouyguette,goat,France,Feta,fresh soft,Medium,"creamy, crumbly, soft",edible,white,"lemony, milky, smooth","floral, fresh, goaty, grassy",False,False
Crottin de Champcol,goat,France,Feta,soft,Medium,"crumbly, dense",natural,white,full-flavored,strong,False,False
Castillon Frais,sheep,France,Feta,fresh soft,Medium,"creamy, open",rindless,white,"citrusy, creamy, floral, herbaceous","clean, floral, fresh",False,False
Lemon Myrtle Chevre,goat,Australia,Feta,"fresh firm, artisan",Medium,"creamy, firm, smooth",rindless,white,"acidic, herbaceous","fresh, herbal",True,False
Allium Piper,goat,Australia,Feta,"fresh soft, artisan",Medium,"creamy, soft",mold ripened,white,"garlicky, spicy","fresh, garlicky, spicy",True,False
Ackawi,"cow, goat, sheep","Cyprus, Egypt, Israel, Jordan, Lebanon, Middle East, Syria",Feta,"soft, brined",Medium,"elastic, smooth, springy",natural,white,"mild, milky, salty","mild, milky",False,False
Murazzano DOP,"cow, goat",Italy,Feta,"fresh soft, processed",Medium,soft,rindless,white,spicy,mild,True,False
Shanklish,"cow, sheep","Egypt, Lebanon, Syria",Feta,"fresh firm, hard, artisan",Medium,"creamy, crumbly, firm",mold ripened,white,"sharp, spicy, strong","pungent, strong",False,False
Shanklish,"cow, sheep","Egypt, Lebanon, Syria",Feta,"fresh firm, hard, artisan",Medium,"creamy, crumbly, firm",mold ripened,white,"sharp, spicy, strong","pungent, strong",False,False
Sirene,"cow, goat, sheep","Albania, Bulgaria, Croatia, Greece, Israel, Macedonia, Romania, Serbia",Feta,"fresh soft, brined",Medium,"crumbly, grainy, smooth",natural,white,"lemony, salty, sharp, tangy",strong,False,False
Bianca,"goat, sheep",United States,Feta,"fresh soft, artisan",Medium,"soft, spreadable",rindless,ivory,"creamy, tangy","fresh, rich",True,False
Barambah Organics Marinated Feta,cow,Australia,Feta,fresh soft,Medium,"creamy, crumbly, springy",rindless,white,"herbaceous, mild, milky","herbal, mild, milky",True,False
Lemon Myrtle Chevre,goat,Australia,Feta,"fresh firm, artisan",Medium,"creamy, firm, smooth",rindless,white,"acidic, herbaceous","fresh, herbal",True,False
Castillon Frais,sheep,France,Feta,fresh soft,Medium,"creamy, open",rindless,white,"citrusy, creamy, floral, herbaceous","clean, floral, fresh",False,False
Sgt. Pepper,goat,United States,Feta,fresh soft,Medium,"creamy, smooth, spreadable",rindless,white,"full-flavored, spicy","fresh, spicy",True,False
St Tola Greek Style,goat,Ireland,Feta,"firm, brined",Medium,smooth,rindless,white,"creamy, salty",goaty,False,False
Barambah Organics Marinated Feta,cow,Australia,Feta,fresh soft,Medium,"creamy, crumbly, springy",rindless,white,"herbaceous, mild, milky","herbal, mild, milky",True,False
Ackawi,"cow, goat, sheep","Cyprus, Egypt, Israel, Jordan, Lebanon, Middle East, Syria",Feta,"soft, brined",Medium,"elastic, smooth, springy",natural,white,"mild, milky, salty","mild, milky",False,False
Barambah Organics Marinated Feta,cow,Australia,Feta,fresh soft,Medium,"creamy, crumbly, springy",rindless,white,"herbaceous, mild, milky","herbal, mild, milky",True,False
Bianca,"goat, sheep",United States,Feta,"fresh soft, artisan",Medium,"soft, spreadable",rindless,ivory,"creamy, tangy","fresh, rich",False,False
Monet,goat,Australia,Feta,"fresh soft, artisan",Medium,"creamy, soft",natural,white,"floral, herbaceous","floral, fresh",True,False
Meredith Chevre Dill,goat,Australia,Feta,"fresh soft, artisan",Medium,"creamy, soft",rindless,white,"herbaceous, smooth","aromatic, clean, fresh, herbal",True,False
Barambah Organics Marinated Feta,cow,Australia,Feta,fresh soft,Medium,"creamy, crumbly, springy",rindless,white,"herbaceous, mild, milky","herbal, mild, milky",True,False
Ackawi,"cow, goat, sheep","Cyprus, Egypt, Israel, Jordan, Lebanon, Middle East, Syria",Feta,"soft, brined",Medium,"elastic, smooth, springy",natural,white,"mild, milky, salty","mild, milky",False,False
Bianca,"goat, sheep",United States,Feta,"fresh soft, artisan",Medium,"soft, spreadable",rindless,ivory,"creamy, tangy","fresh, rich",True,False
St Tola Divine,goat,Scotland,Feta,"fresh soft, artisan",Medium,"creamy, soft, spreadable",rindless,white,"lemony, mild, milky","floral, mild, milky",False,False
Shanklish,"cow, sheep","Egypt, Lebanon, Syria",Feta,"fresh firm, hard, artisan",Medium,"creamy, crumbly, firm",mold ripened,white,"sharp, spicy, strong","pungent, strong",False,False
Meredith Chevre Dill,goat,Australia,Feta,"fresh soft, artisan",Medium,"creamy, soft",rindless,white,"herbaceous, smooth","aromatic, clean, fresh, herbal",True,False
Bouyguette,goat,France,Feta,fresh soft,Medium,"creamy, crumbly, soft",edible,white,"lemony, milky, smooth","floral, fresh, goaty, grassy",False,False
St Tola Greek Style,goat,Ireland,Feta,"firm, brined",Medium,smooth,rindless,white,"creamy, salty",goaty,False,False
Crottin de Champcol,goat,France,Feta,soft,Medium,"crumbly, dense",natural,white,full-flavored,strong,True,False
Monet,goat,Australia,Feta,"fresh soft, artisan",Medium,"creamy, soft",rindless,white,"floral, herbaceous","floral, fresh",True,False
Monet,goat,Australia,Feta,"fresh soft, artisan",Medium,"creamy, soft",rindless,white,"floral, herbaceous","floral, fresh",True,False
St Tola Divine,goat,United States,Feta,"fresh soft, artisan",Medium,"creamy, soft, spreadable",rindless,white,"lemony, mild, milky","floral, mild, milky",False,False
Crottin de Chavignol,goat,France,Feta,"firm, soft-ripened",Medium,crumbly,natural,white,full-flavored,strong,False,False
Stella Feta,cow,United States,Feta,"firm, artisan",Medium,"crumbly, firm",natural,white,tangy,fresh,True,False
Lost Lake,sheep,Canada,Feta,"fresh firm, artisan, soft-ripened",Medium,"creamy, semi firm, soft",mold ripened,white,"creamy, mushroomy","rich, yeasty",True,False
President Fat Free Feta,cow,"France, United States",Feta,"firm, artisan, brined",Medium,crumbly,natural,white,"herbaceous, salty, tangy",fresh,False,False
Bouyguette,goat,France,Feta,fresh soft,Medium,"creamy, crumbly, soft",edible,white,"lemony, milky, smooth","floral, fresh, goaty, grassy",False,False
